text,category
My iPhone app screen for #sxsw what am I missing?   {link},Neutral emotion
Love this app! So awesome. RT @mention Must see #android app at #sxsw &quot;Bizzy&quot; {link},Positive emotion
The #SXSW Apple &quot;pop-up&quot; store was nuts. Was still packed at 11:30. {link},Neutral emotion
Say what? Apple #sxsw popup store in Austin! {link} ~@mention @mention,Neutral emotion
"BREAKING: Apple announces partnership w/porn industry for new #ipad2 video chat app called, &quot;O-FaceTime&quot;. #sxsw",Neutral emotion
Of course Apple built a temp store in Austin. It's Texas. They understand the concept of corralling cattle #SXSW #PickMeUpAniPad2,Negative emotion
Love that Apple didn't let something like not having a retail store near #SXSW keep them away by opening a pop-up store {link},Positive emotion
Surprise! Apple has opened a pop-up store in Austin so that the nerds in town for #SXSW can get their new ... {link} #Cnet,Positive emotion
Surprise! Apple has opened a pop-up store in Austin so that the nerds in town for #SXSW can get their new iPads. {link} #cnet,Positive emotion
Surprise! Apple has opened a pop-up store in Austin so that the nerds in town for #SXSW can get their new iPads. http:/ {link},Neutral emotion
Surprise! Apple has opened a pop-up store in Austin so that the nerds in town for #SXSW can get their new iPads.... {link},Positive emotion
"#technews Apple heads to SXSW, sets up temporary store in Austin {link} #Tech_News #Apple #iPad_2 #Rance_Wilemon #SXSW #tech",Neutral emotion
ÛÏ@mention Apple is a great example of a retail store layed out for the future - no 'registers' no 'checkout line'  #sxsw,Positive emotion
ÛÏ@mention Apple is opening up a temporary store in downtown Austin for #SXSW and the iPad 2 launch {link} #gswsxsw,Positive emotion
ÛÏ@mention Apple is opening up a temporary store in downtown Austin for #SXSW and the iPad 2 launch&quot; oh YAY more traffic.,Negative emotion
#technews Apple Opening Pop-Up Store In Austin For SXSW {link} #Tech_News #American_Statesman #Apple #Apple_Apple #SXSW #tech,Neutral emotion
#technews Apple Opening Pop-Up Store in Austin for SXSW Geekfest [Apple] {link} #Tech_News #Apple #Brian_Lam #iPad_2 #SXSW #tech,Neutral emotion
"The #sxsw Apple Popup Store is open at noon, has a fresh shipment of iPad 2's, and I'm pretty sure I'm going to get one. [fingers crossed]",Positive emotion
"#technews Apple saves SXSW, set to open pop-up store {link} #Tech_News #Apple #SXSW #tech",Positive emotion
"At #SXSW, Apple schools the marketing experts  {link}",Neutral emotion
"At #SXSW, Apple schools the marketing experts {link}",Positive emotion
"At #SXSW, Apple schools the marketing experts {link} via @mention",Positive emotion
"At #SXSW, Apple schools the marketing experts {link} via @mention &lt;&lt; True. Love or loathe them, no one does marketing like them.",Positive emotion
"At #SXSW, Apple schools the marketing experts | CNET - {link}",Positive emotion
"At #SXSW, Apple schools the marketing experts | CNET Blogs {link} #Austin #ATX #retail",Positive emotion
ÛÏ@mention Apple store downtown Austin open til Midnight. #sxswÛ @mention there's still time :),Positive emotion
ÛÏ@mention Apple store downtown Austin open til Midnight. #sxswÛ any ipad2 left in stock?,Neutral emotion
@mention  Apple Store on Congress  {link} #sxsw #austin,Neutral emotion
&quot;The Apple store at the mall on Sunday is 10x as crowded as this. This line is fake. I just need a fucking dongle.&quot; Genius let me in. #sxsw,Negative emotion
2wks only Apple Store in 6th Austin street is now opened. #sxsw,Neutral emotion
A special Apple store: opening at 6th and Congress for SXSW &amp; ipad 2 launch. www.apple.com/retail/thedomain/  #Apple #iPad2 #sxsw #fb,Neutral emotion
Makeshift apple store at 6th and congress. You're kidding me. Amazing #sxsw #apple,Positive emotion
Temporary Apple store at #sxsw - huge line. {link},Neutral emotion
Temporary Apple store at SXSW is really cool...as is the iPad 2 :) #apple #SXSW #fanboy,Positive emotion
Temporary Apple Store being set up for #SXSW... shit now the temptation is going to be out of control.,Positive emotion
"Temporary apple store for #sxsw, line goes around the block {link}",Neutral emotion
Temporary Apple store opens @mention 6th &amp; Congress tomorrow. #ipad2 #sxsw,Neutral emotion
Temporary apple store opens at 5pm at 6th and congress. Line already growing. #iPad - view.io {link} via @mention #sxsw,Positive emotion
Temporary Apple Store will be a block from my office! Can't wait to see the line tomorrow. Photos to come... #sxsw #iPad2,Positive emotion
The #sxsw Apple store opens at noon each day and closes when they run out of iPad2s. Why didn't I buy stock 10 years ago?,Neutral emotion
Base Camp Apple.  #SXSW {link},Neutral emotion
iPad news apps 'so last year' at #SXSW {link},Negative emotion
10 iPhone Apps youÛªll Probably Need and Use During #SXSW {link},Positive emotion
Now there are 150 million mobile google maps users @mention #sxsw,Positive emotion
The lines are already forming at Apple's pop-up store in Austin. Aren't these people here to see the festival? {link} #sxsw,Neutral emotion
And a few are Android too RT @mention 10 New Mobile Apps IÛªll Be Using atåÊ#SXSW  {link},Positive emotion
"#Sxsw You are attending SXSW? report what you see with your Android phone, get Bannka app.",Neutral emotion
"iPad apps are just like software development in that once you release it, you have to start working on the update. #sxsw",Positive emotion
"My tweets are stalled. Data sluggish. Come on AT&amp;T, Verizon is embarrassing iPhone customers who haven't switched. #SXSW #iPhone",Neutral emotion
"Those who are tweeting that Google is coming out with Circles platform today are outside of the circle, keep up #itsnot #sxsw",Neutral emotion
ÛÏ@mention Are you Stupid? Find it out at the #sxsw on your Mac {link} for a special price! #games #MacÛ,Neutral emotion
Slate see as much traffic to mobile safari as to their app on the iPad #sxsw #electricnews,Neutral emotion
Unloading at #apple store corner of 6th and congress in Austin. Temp store for #SXSW  {link},Neutral emotion
Great day at #SXSW -BUT jaloux of @mention &amp; HIS NEW iPad.Look at him on school bus on 1st day of school {link},Neutral emotion
I arrived at #sxsw and my @mention issue hasn't been resolved. Dying to use the iPhone app but cant login. RT@mention @mention we're on it,Neutral emotion
I will be at #sxsw for Screenburn @mention launch of my clients new iPhone game #travellerARlaunch find out more at {link},Neutral emotion
"If anyone at #sxsw wants to see a demo of PicCraft or an ipad 2, find me",Neutral emotion
If I were at #SXSW I could spend it all at the @mention Teaching Theater alone; just look at that schedule: {link},Neutral emotion
If you're at #SXSW : meet us at Fado. We will give you wristbands that magically lead to beer. Come say hi! {link},Neutral emotion
"If you're at #SXSW and want an iPad 2, Apple's setting up a temporary store. Check it out! {link}",Neutral emotion
Overheard at #sxsw &quot;the iPad is a relaxing computer&quot;: agreed. #iPad #apple,Positive emotion
Overheard at #sxsw interactive: &quot;Arg! I hate the iphone! I want my blackberry back&quot; #shocked,Negative emotion
"If you're at #sxsw, meet our author, and a host of Android devs, Sat. at 12:30pm, Hilton room 615AB.",Neutral emotion
ÛÏ@mention at #sxsw: &quot;apple comes up with cool technology no one's ever heard of because they don't go to conferences&quot;Û,Negative emotion
"For those at #SXSW: Apple sets up 5,000-square-foot temporary store at SXSW to sell new iPads, test potential traffic {link}",Neutral emotion
Overheard at #SXSW: &quot;Google doesn't launch products at other people's events.&quot;,Neutral emotion
Nerd bait at #SXSW! Apple set to open popup shop in core of SXSW action {link},Neutral emotion
Long line at #sxsw? What Else?  Apple Store {link},Neutral emotion
"Last year at #SXSWi everbody was talking about the iPad, this year it's social media driven revolutions. This year is better. #sxsw",Positive emotion
"Long line at Apple Pop up store for iPad 2. Great marketing, Apple. #SXSW",Positive emotion
"ÛÏ@mention At Google, 4 people do the work of 7 people rather than 7 people doing the work of 4. #agileagency #SXSWÛ",Positive emotion
knackered at home playing with ipad and updating iphone. but timeline smashed with partytweets can't make me go to bed.. #sxsw,Positive emotion
overheard at MDW (and I'll second it) &quot;halfway through my iPhone battery already and I haven't even boarded the plane to #sxsw&quot; #amateurhour,Negative emotion
"#technews At SXSW, Apple schools the marketing experts {link} #Tech_News #Apple #Jobs_Co #SXSW #tech",Positive emotion
First day at sxsw.  Fun final presentation on Google Doodles.  #GoogleDoodle #sxsw,Positive emotion
Huge line at the #apple store in #austin - #sxsw crowd tripping over each other to get the new ipad,Positive emotion
If ur not at the #google #aclu 80's party....u should be! #sxsw,Positive emotion
The queue at the apple pop-up store #sxsw {link},Neutral emotion
The queue at the Apple Store in Austin is FOUR blocks long. Crazy stuff! #sxsw,Neutral emotion
"Posted up at the DMI House, Intimate Stranger on the stage, they got a restaurant crowd sitting down to deal wif  #sxsw {link}",Neutral emotion
The woman at the Google talk sounded JUST like Chelsea Handler! Lol #sxsw,Neutral emotion
I laughed at the iPad until I spent this week hauling my macbook everywhere. Now I really want an iPad and a shoulder rub. #sxsw,Positive emotion
Any #SXSW attendees need a QR code reader for their iPhone? Tweet us an image of you with your badge and the first 5 get Optiscan free!,Positive emotion
Hey #SXSW attendees...you should hop in line at the #Apple store now. Only four days til your new iPad2 comes in...,Positive emotion
is anyone attending to the google &amp; aclu party @mention sxsw? if so could you plz up some pictures? thanks! #sxsw,Neutral emotion
"March 11. Austin, TX. Will people line up at the #SXSW registration or at the Apple Store? ^_^",Neutral emotion
Landed in Austin. Spotted the Google Places Ads for #SxSW at the airport: &quot;The Ultimate Austin Pocket Guide&quot;. More like #Yelp than #iTourU,Neutral emotion
they took away the lego pit but replaced it with a recharging station ;) #sxsw and i might check prices for an iphone - crap samsung android,Negative emotion
ÛÏ@mention Awesome to meet @mention @mention and @mention standing in the Apple queue at #sxsw yesterday. On to Day 2.Û&lt;&lt; so cute!,Neutral emotion
".@mention Bad Apple: shows up late, Qs the process, poo-poos ideas, leaves early. Can even be &quot;I'm too creative&quot; or busy #gamestorming #sxsw",Negative emotion
".@mention Bahrain govt turned off Google Earth. As a result, more people learned about it and govt had to turn it back on. #sxsw",Neutral emotion
Trying to balance the power of power needs on iPhone vs iPad at #sxsw. This 3G iPad sucks it out quick. Might have go airplane mode.,Negative emotion
Racing to ballroom D to see @mention Marissa Mayer. #sxsw #sxswi,Neutral emotion
My iPhone battery at 100%. #winning at #SXSW,Positive emotion
My iPhone battery can't keep up with my tweets! Thanks Apple.  #SXSW  #precommerce,Negative emotion
will this be another google wave? RT @mention We interrupt your regularly scheduled #sxsw geek programming w/big #google news {link},Neutral emotion
this will be fun to watch. #ipadmadness RT @mention Apple Opening Pop-Up Store In Austin For SXSW {link} #sxsw,Positive emotion
This will be out of control: #Apple set to open popup shop in core of #SXSW action {link} via @mention  cc @mention,Positive emotion
Yeah I'll be there for sure! --&gt;RT @mention @mention @mention check this: {link} #SXSW #google,Neutral emotion
Celebrate Beauty of the Web @mention the MSFT #IE9 launch &amp; play our new #html5 game to win an iPad2 {link} #sxsw,Positive emotion
"Texas has been amazing I've met so many influential people that work at twitter, foursquare, Microsoft and even Apple.  #SXSW #Winning",Neutral emotion
"I woke up before my iPhone finished recharging. That means I got enough sleep last night, right? #sxsw",Neutral emotion
The quiet before the storm at #SXSW - Looking forward to seeing Google's Marissa Mayer,Neutral emotion
"Companies believing in #NFC Google with the Nexus S, Nokia but also carriers, Verifone, and even Apple it seems #sxsw #sxswnfc",Neutral emotion
ÛÏ@mention Best thing I've heard this weekend at #SXSW &quot;I gave my iPad 2 money to #Japan relief. I don't need an iPad 2.&quot;  @mention,Negative emotion
Hope it's better than wave RT @mention Buzz is: Google's previewing a social networking platform at #SXSW: {link},Neutral emotion
IPad 2 is better..they have had time to improve #sxsw,Positive emotion
"Cus!
It's between pacman google, singularity or #sxsw noobs meetup",Neutral emotion
{link} Go beyond Earth Hour this year by sharing positive actions with the world. Download the #EarthHour 60+ iPhone app. #SXSW,Positive emotion
So far my biggest #SXSW mistake is not bringing my iPhone/iPad charger,Neutral emotion
Google vs Bing on #bettersearch. Bing has a shot at success w/ structured search.  Potentially higher margin CPA model vs #Google. #SXSW,Negative emotion
